OBJECTID,ISO,NAME_0,NAME_1,VARNAME_1,NL_NAME_1,HASC_1,FIPS_1,CC_1,TYPE_1,ENGTYPE_1,VALIDFR_1,VALIDTO_1,REMARKS_1,NAME_2,VARNAME_2,NL_NAME_2,HASC_2,FIPS_2,CC_2,TYPE_2,ENGTYPE_2,VALIDFR_2,VALIDTO_2,REMARKS_2,NAME_3,VARNAME_3,NL_NAME_3,HASC_3,TYPE_3,ENGTYPE_3,VALIDFR_3,VALIDTO_3,REMARKS_3,NAME_4,VARNAME_4,TYPE_4,ENGTYPE_4,VALIDFR_4,VALIDTO_4,REMARKS_4,NAME_5,TYPE_5,ENGTYPE_5,VALIDFR_5,VALIDTO_5,Shape_Leng,Shape_Area,bngy,psgc_bgy,NUMPOINTS
"74225",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Ampayon,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.20409068601,0.00127043262,Ampayon,"160202007",4340
"74226",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Pinamanculan,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.13456477007,0.00100267242,Pinamanculan,"160202073",894
"74251",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Bugsukan,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.14024292698,0.00077930491,Bugsukan,"160202092",14
"74253",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Babag,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.07245840728,0.00025290070,Babag,"160202013",3372
"74254",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Agusan Pequeno,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.06265382615,0.00012680060,Agusan Pequeño,"160202003",586
"74256",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Antongalon,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.13273145654,0.00070760201,Antongalon,"160202009",246
"74264",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Ambago,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.07656035406,0.00033248906,Ambago,"160202004",1994
"74273",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Bading Pob. (Bgy. 22),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.04633075293,0.00011970579,Bading Pob. (Bgy. 22),"160202014",624
"74278",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Baan Km 3,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.12886885641,0.00070966874,Baan KM 3,"160202012",4532
"74291",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Mahogany Pob. (Bgy. 21),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.04148997492,0.00007390272,Mahogany Pob. (Bgy. 21),"160202062",110
"74300",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Obrero Pob. (Bgy. 18),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.03050394866,0.00002412381,Obrero Pob. (Bgy. 18),"160202091",28
"74306",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Port Poyohon Pob. (Bgy. 17 - New Asia),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.03423274058,0.00003679178,Port Poyohon Pob. (Bgy. 17 - New Asia),"160202069",60
"74307",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Dumalagan,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.15568379220,0.00104213985,Dumalagan,"160202040",2884
"74316",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Holy Redeemer Pob. (Bgy. 23),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.03058496975,0.00003619503,Holy Redeemer Pob. (Bgy. 23),"160202047",466
"74326",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Ong Yiu Pob. (Bgy. 16),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.03459356609,0.00005611431,Ong Yiu Pob. (Bgy. 16),"160202071",202
"74330",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Doongan,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.06649021986,0.00019878852,Doongan,"160202039",4436
"74334",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Lemon,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.09249777509,0.00041281749,Lemon,"160202052",4908
"74340",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Baan Riverside Pob. (Bgy. 20),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.03016694166,0.00004172350,Baan Riverside Pob. (Bgy. 20),"160202033",72
"74343",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Bayanihan Pob. (Bgy. 27),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.05767957834,0.00009732497,Bayanihan Pob. (Bgy. 27),"160202020",4032
"74344",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,San Ignacio Pob. (Bgy. 15),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.02876358847,0.00002121689,San Ignacio Pob. (Bgy. 15),"160202075",76
"74349",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Libertad,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.11160519689,0.00067070999,Libertad,"160202054",15852
"74352",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Buhangin Pob. (Bgy. 19),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.05431492570,0.00017109003,Buhangin Pob. (Bgy. 19),"160202027",828
"74353",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Bancasi,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.15508286098,0.00087752026,Bancasi,"160202016",9040
"74360",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Leon Kilat Pob. (Bgy. 13),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.02613510198,0.00001666935,Leon Kilat Pob. (Bgy. 13),"160202053",40
"74366",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Limaha Pob. (Bgy. 14),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.01748397610,0.00002010618,Limaha Pob. (Bgy. 14),"160202055",96
"74368",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Humabon Pob. (Bgy. 11),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.01587608541,0.00000784221,Humabon Pob. (Bgy. 11),"160202048",32
"74370",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Sikatuna Pob. (Bgy. 10),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.01503214127,0.00000473177,Sikatuna Pob. (Bgy. 10),"160202078",20
"74375",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Urduja Pob. (Bgy. 9),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.01572401123,0.00000753441,Urduja Pob. (Bgy. 9),"160202089",124
"74377",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Tandang Sora Pob. (Bgy. 12),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.02612216577,0.00002396384,Tandang Sora Pob. (Bgy. 12),"160202085",270
"74378",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Taligaman,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.09636985915,0.00046834818,Taligaman,"160202084",58
"74380",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Silongan Pob. (Bgy. 5),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.00990807139,0.00000444951,Silongan Pob. (Bgy. 5),"160202079",48
"74387",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Diego Silang Pob. (Bgy. 6),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.01754935060,0.00001954009,Diego Silang Pob. (Bgy. 6),"160202038",170
"74390",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Rajah Soliman Pob. (Bgy. 4),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.00978485919,0.00000504385,Rajah Soliman Pob. (Bgy. 4),"160202074",4
"74391",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Imadejas Pob. (Bgy. 24),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.04147259609,0.00007073054,Imadejas Pob. (Bgy. 24),"160202037",2896
"74392",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,New Society Village Pob. (Bgy. 26),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.00928248760,0.00000542411,New Society Village Pob. (Bgy. 26),"160202070",320
"74393",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Lapu-Lapu Pob. (Bgy. 8),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.01663943100,0.00001073612,Lapu-lapu Pob. (Bgy. 8),"160202051",288
"74394",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Agao Pob. (Bgy. 3),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.00940131514,0.00000464154,Agao Pob. (Bgy. 3),"160202002",0
"74399",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Dagohoy Pob. (Bgy. 7),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.02392662446,0.00002564414,Dagohoy Pob. (Bgy. 7),"160202044",1182
"74400",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Golden Ribbon Pob. (Bgy. 2),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.02459329501,0.00002801302,Golden Ribbon Pob. (Bgy. 2),"160202043",16
"74406",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Basag,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.16207878218,0.00092114878,Basag,"160202019",1296
"74414",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Jose Rizal Pob. (Bgy. 25),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.02833522819,0.00003626608,Jose Rizal Pob. (Bgy. 25),"160202045",680
"74418",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Mahay,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.15757310997,0.00085255608,Mahay,"160202061",2628
"74421",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Maon Pob. (Bgy. 1),,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.02055063469,0.00002290718,Maon Pob. (Bgy. 1),"160202066",146
"74424",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Villa Kananga,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.07232701264,0.00029742778,Villa Kananga,"160202090",8730
"74425",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Pangabugan,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.05187734553,0.00014734264,Pangabugan,"160202098",1858
"74429",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,De Oro,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.11929940095,0.00061001294,De Oro,"160202093",12
"74432",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Bonbon,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.10474712995,0.00047068996,Bonbon,"160202025",7662
"74448",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Tagabaca,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.11777312878,0.00070763229,Tagabaca,"160202082",856
"74452",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Bit-Os,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.39856865728,0.00359265038,Bit-os,"160202022",11024
"74455",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,San Vicente,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.07571359322,0.00036125964,San Vicente,"160202077",3144
"74457",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Kinamlutan,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.07866048662,0.00037867715,Kinamlutan,"160202049",8596
"74469",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Camayahan,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.24507101084,0.00189891902,Camayahan,"160202031",0
"74471",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Pigdaulan,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.10743043257,0.00056614790,Pigdaulan,"160202103",18
"74497",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Aupagan,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.14382450670,0.00105626529,Aupagan,"160202010",2472
"74537",PHL,Pilipinas,Agusan del Norte,,,PH.AN,RP02,,Lalawigan|Probinsya,Province,"19670617",Present,,Butuan City,,,PH.AN.BT,,,Lungsod|Siyudad,City,Unknown,Present,,Salvacion,,,,Barangay,Village,Unknown,Present,,,,,,,,,,,,,,0.12137988629,0.00056677291,Salvacion,"160202099",0
